,section,issue,date_published,authors,name,is_highlighted,prb_citations
10.1103/PhysRevB.100.155101,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-01,"Mikolaj D. Uryszek, Elliot Christou, Akbar Jaefari, Frank Krüger, and Bruno Uchoa",Quantum criticality of semi-Dirac fermions in 2+1 dimensions,False,17
10.1103/PhysRevB.100.155102,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-02,O. G. Udalov and I. S. Beloborodov,Electronic ferroelectricity and magnetoelectric effect in phase-separated magnetic oxides,False,1
10.1103/PhysRevB.100.155103,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-02,Sam Azadi and Thomas D. Kühne,Unconventional phase III of high-pressure solid hydrogen,False,9
10.1103/PhysRevB.100.155104,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-03,"Jintae Kim, Rajarshi Pal, and Jung Hoon Han",Low-energy dynamics of the Affleck-Kennedy-Lieb-Tasaki model in the one- and two-triplon basis,False,1
10.1103/PhysRevB.100.155105,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-03,"Farhad Khosravi, Todd Van Mechelen, and Zubin Jacob",Dirac wire: Fermionic waveguides with longitudinal spin,False,1
10.1103/PhysRevB.100.155106,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-04,Theja N. De Silva,Theoretical phase diagram of unconventional alkali-doped fullerides,False,3
10.1103/PhysRevB.100.155107,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-04,Jun Ho Son and Jason Alicea,Commuting-projector Hamiltonians for two-dimensional topological insulators: Edge physics and many-body invariants,False,5
10.1103/PhysRevB.100.155108,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-07,"Si-Qi Wu, Chao Cao, and Guang-Han Cao",Lifshitz transition and nontrivial H-doping effect in the Cr-based superconductor KCr3As3Hx,False,16
10.1103/PhysRevB.100.155109,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-07,"Yongchao Jia, Samuel Poncé, Anna Miglio, Masayoshi Mikami, and Xavier Gonze",Beyond the one-dimensional configuration coordinate model of photoluminescence,False,8
10.1103/PhysRevB.100.155110,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-07,"Peng Li, Zhongzheng Wu, Fan Wu, Chunyu Guo, Yi Liu, Haijiang Liu, Zhe Sun, Ming Shi, Fanny Rodolakis, Jessica L. McChesney, Chao Cao, Huiqiu Yuan, Frank Steglich, and Yang Liu",Large Fermi surface expansion through anisotropic mixing of conduction and f electrons in the semimetallic Kondo lattice CeBi,False,11
10.1103/PhysRevB.100.155111,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-07,"Tomás Bortolin, Aníbal Iucci, and Alejandro M. Lobos",Quantum phase diagram of Shiba impurities from bosonization,False,4
10.1103/PhysRevB.100.155112,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-07,"Wei Tang, X. C. Xie, Lei Wang, and Hong-Hao Tu",Quantized thermal Hall conductance from edge current calculations in lattice models,False,1
10.1103/PhysRevB.100.155113,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-07,"Pavel Naumov, Shangxiong Huangfu, Xianxin Wu, Andreas Schilling, Ronny Thomale, Claudia Felser, Sergey Medvedev, Harald O. Jeschke, and Fabian O. von Rohr",Large resistivity reduction in mixed-valent CsAuBr3 under pressure,False,3
10.1103/PhysRevB.100.155114,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-07,"Gaomin Wang, Zhen Wang, Meng Meng, Mohammad Saghayezhian, Lina Chen, Chen Chen, Hangwen Guo, Yimei Zhu, E. W. Plummer, and Jiandi Zhang",Role of disorder and correlations in the metal-insulator transition in ultrathin SrVO3 films,False,16
10.1103/PhysRevB.100.155115,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-08,"Roderich Moessner, Nicolás Morales-Durán, Piotr Surówka, and Piotr Witkowski",Boundary-condition and geometry engineering in electronic hydrodynamics,False,15
10.1103/PhysRevB.100.155116,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-08,"Yoshitaka Umeno, Masanobu Sato, Motohiro Sato, and Hiroyuki Shima",Buckling-induced band-gap modulation in zigzag carbon nanotubes,False,6
10.1103/PhysRevB.100.155117,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-08,"H. C. Wu, L. Jin, and Z. Song",Inversion symmetric non-Hermitian Chern insulator,False,26
10.1103/PhysRevB.100.155118,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-10,"G. R. Hearne, P. Musyimi, S. Bhattacharjee, M. K. Forthaus, and M. M. Abd-Elmeguid",Unusual pressure-induced metallic state in the correlated narrow band-gap semiconductor FeSi,True,7
10.1103/PhysRevB.100.155119,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-10,"D. Castells-Graells, A. Yuste, and A. Sanpera",Frustrated quantum spin systems in small triangular lattices studied with a numerical method,False,3
10.1103/PhysRevB.100.155120,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-10,"M. T. Greenaway, R. Krishna Kumar, P. Kumaravadivel, A. K. Geim, and L. Eaves",Magnetophonon spectroscopy of Dirac fermion scattering by transverse and longitudinal acoustic phonons in graphene,False,15
10.1103/PhysRevB.100.155121,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-14,"Zhendong Li, Matthew J. O'Rourke, and Garnet Kin-Lic Chan",Generalization of the exponential basis for tensor network representations of long-range interactions in two and three dimensions,False,9
10.1103/PhysRevB.100.155122,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-14,"T. Mendes-Santos, G. Giudici, M. Dalmonte, and M. A. Rajabpour",Entanglement Hamiltonian of quantum critical chains and conformal field theories,False,18
10.1103/PhysRevB.100.155123,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-14,"Takahiro Misawa, Ryota Nakai, and Kentaro Nomura",Real-time evolution and quantized charge pumping in magnetic Weyl semimetals,False,1
10.1103/PhysRevB.100.155124,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-14,"V. Kocsis, S. Bordács, Y. Tokunaga, J. Viirok, L. Peedu, T. Rõõm, U. Nagel, Y. Taguchi, Y. Tokura, and I. Kézsmárki",Magnetoelectric spectroscopy of spin excitations in LiCoPO4,True,5
10.1103/PhysRevB.100.155125,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-15,"Masaro Yoshida, Takuro Sato, Fumitaka Kagawa, and Yoshihiro Iwasa",Charge density wave dynamics in nonvolatile current-induced phase transition in 1T−TaS2,False,5
10.1103/PhysRevB.100.155126,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-15,T. A. Costi,Magnetic field dependence of the thermopower of Kondo-correlated quantum dots: Comparison with experiment,False,8
10.1103/PhysRevB.100.155127,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-15,"Kunliang Bu, Bo Wang, Wenhao Zhang, Ying Fei, Yuan Zheng, Fangzhou Ai, Zongxiu Wu, Qisi Wang, Hongliang Wo, Jun Zhao, Chuanhong Jin, and Yi Yin",Study of intrinsic defect states of FeSe with scanning tunneling microscopy,False,6
10.1103/PhysRevB.100.155128,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-15,Thomas Scaffidi and Ehud Altman,Chaos in a classical limit of the Sachdev-Ye-Kitaev model,False,23
10.1103/PhysRevB.100.155129,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-16,"Yuan Wei, Zili Feng, Clarina dela Cruz, Wei Yi, Zi Yang Meng, Jia-Wei Mei, Youguo Shi, and Shiliang Li",Antiferromagnetism in the kagome-lattice compound α−Cu3Mg(OH)6Br2,False,9
10.1103/PhysRevB.100.155130,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-16,"Philipp Werner, Jianju Li, Denis Golež, and Martin Eckstein",Entropy-cooled nonequilibrium states of the Hubbard model,True,19
10.1103/PhysRevB.100.155131,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-17,"Michele Burrello, Enore Guadagnini, Luca Lepori, and Mihail Mintchev",Field theory approach to the quantum transport in Weyl semimetals,False,7
10.1103/PhysRevB.100.155132,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-18,"Zhaoyu Han, Shiwei Zhang, and Xi Dai",Charge density waves in a quantum plasma,False,1
10.1103/PhysRevB.100.155133,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-21,"Yao Wang, Juan Pablo Dehollain, Fang Liu, Uditendu Mukhopadhyay, Mark S. Rudner, Lieven M. K. Vandersypen, and Eugene Demler",Ab initio exact diagonalization simulation of the Nagaoka transition in quantum dots,False,11
10.1103/PhysRevB.100.155134,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-21,"X.-L. Peng, Y. Li, X.-X. Wu, H.-B. Deng, X. Shi, W.-H. Fan, M. Li, Y.-B. Huang, T. Qian, P. Richard, J.-P. Hu, S.-H. Pan, H.-Q. Mao, Y.-J. Sun, and H. Ding",Observation of topological transition in high-Tc superconducting monolayer FeTe1−xSex films on SrTiO3(001),False,31
10.1103/PhysRevB.100.155135,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-21,Shriya Pai and Abhinav Prem,Topological states on fractal lattices,False,33
10.1103/PhysRevB.100.155136,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-22,"Thomas Botzung, Davide Vodola, Piero Naldesi, Markus Müller, Elisa Ercolessi, and Guido Pupillo",Algebraic localization from power-law couplings in disordered quantum wires,False,16
10.1103/PhysRevB.100.155137,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-23,"Arpit Dua, Isaac H. Kim, Meng Cheng, and Dominic J. Williamson",Sorting topological stabilizer models in three dimensions,False,24
10.1103/PhysRevB.100.155138,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-23,"Xiao-Chuan Wu, Yichen Xu, Chao-Ming Jian, and Cenke Xu",Interacting valley Chern insulator and its topological imprint on moiré superconductors,False,5
10.1103/PhysRevB.100.155139,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-25,Christian Boyd and Philip W. Phillips,Single-parameter scaling in the magnetoresistance of optimally doped La2−xSrxCuO4,True,8
10.1103/PhysRevB.100.155140,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-25,"Bikash Patra, Subrata Jana, Lucian A. Constantin, and Prasanjit Samal",Relevance of the Pauli kinetic energy density for semilocal functionals,False,32
10.1103/PhysRevB.100.155141,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-28,"Michael Matty, Yi Zhang, Zlatko Papić, and Eun-Ah Kim",Multifaceted machine learning of competing orders in disordered interacting systems,True,9
10.1103/PhysRevB.100.155142,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-28,"Andreas M. Läuchli, Julien Sudan, and Roderich Moessner",S=12 kagome Heisenberg antiferromagnet revisited,False,49
10.1103/PhysRevB.100.155143,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-28,M. W. C. Dharma-wardana,Simplification of the electron-ion many-body problem: N-representability of pair densities obtained via a classical map for the electrons,False,6
10.1103/PhysRevB.100.155144,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-28,"M. Z. Shi, B. Lei, C. S. Zhu, D. H. Ma, J. H. Cui, Z. L. Sun, J. J. Ying, and X. H. Chen","Magnetic and transport properties in the magnetic topological insulators MnBi2Te4(Bi2Te3)n (n=1,2)",False,63
10.1103/PhysRevB.100.155145,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-28,Lennart Klebl and Carsten Honerkamp,Inherited and flatband-induced ordering in twisted graphene bilayers,False,18
10.1103/PhysRevB.100.155146,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-29,Daniel Bulmash and Maissam Barkeshli,"Gauging fractons: Immobile non-Abelian quasiparticles, fractals, and position-dependent degeneracies",True,28
10.1103/PhysRevB.100.155147,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-30,"Irene Aguilera, Christoph Friedrich, and Stefan Blügel",Many-body corrected tight-binding Hamiltonians for an accurate quasiparticle description of topological insulators of the Bi2Se3 family,False,14
10.1103/PhysRevB.100.155148,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-30,"Jérôme Thibaut, Tommaso Roscilde, and Fabio Mezzacapo",Long-range entangled-plaquette states for critical and frustrated quantum systems on a lattice,False,9
10.1103/PhysRevB.100.155149,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-31,"Friedrich Krien, Angelo Valli, and Massimo Capone",Single-boson exchange decomposition of the vertex function,False,28
10.1103/PhysRevB.100.155150,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-31,Peng Rao and Inti Sodemann,Cyclotron resonance inside the Mott gap: A fingerprint of emergent neutral fermions,False,10
10.1103/PhysRevB.100.155151,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-31,"Lijun Meng, Jiafang Wu, Yizhi Li, Lingling Zhao, and Jianxin Zhong","Weyl semimetal phase in the noncentrosymmetric superlattice W2XY(X,Y=S,Se,Te,X≠Y)",False,3
10.1103/PhysRevB.100.155152,sect-articles-electronic-structure-and-strongly-correlated-systems,100/15,2019-10-31,"Heike Eisenlohr, Seung-Sup B. Lee, and Matthias Vojta","Mott quantum criticality in the one-band Hubbard model: Dynamical mean-field theory, power-law spectra, and scaling",False,13
10.1103/PhysRevB.100.155201,sect-articles-semiconductors-i-bulk,100/15,2019-10-01,"Zhi Li, Toshiaki Iitaka, Haibo Zeng, and Haibin Su",Optical response of the chiral topological semimetal RhSi,False,10
10.1103/PhysRevB.100.155202,sect-articles-semiconductors-i-bulk,100/15,2019-10-07,"Jimmy-Xuan Shen, Daniel Steiauf, Andrew McAllister, Guangsha Shi, Emmanouil Kioupakis, Anderson Janotti, and Chris G. Van de Walle",Impact of phonons and spin-orbit coupling on Auger recombination in InAs,False,1
10.1103/PhysRevB.100.155203,sect-articles-semiconductors-i-bulk,100/15,2019-10-09,"S. Bordács, M. Orlita, M. Šikula, H. Murakawa, and Y. Tokura",Limits of validity of the Rashba model in BiTeI: High-field magneto-optical study,False,1
10.1103/PhysRevB.100.155204,sect-articles-semiconductors-i-bulk,100/15,2019-10-14,"D. Semkat, H. Fehske, and H. Stolz",Influence of electron-hole plasma on Rydberg excitons in cuprous oxide,False,10
10.1103/PhysRevB.100.155205,sect-articles-semiconductors-i-bulk,100/15,2019-10-18,"G. Krizman, T. Schumann, S. Tchoumakov, B. A. Assaf, S. Stemmer, L. A. de Vaulchier, and Y. Guldner",Determination of the crystal field splitting energy in Cd3As2 using magnetooptics,False,8
10.1103/PhysRevB.100.155206,sect-articles-semiconductors-i-bulk,100/15,2019-10-30,"Nicholas L. Adamski, Zhen Zhu, Darshana Wickramaratne, and Chris G. Van de Walle",Optimizing n-type doping of ZnGeN2 and ZnSiN2,False,7
10.1103/PhysRevB.100.155301,sect-articles-semiconductors-ii-surfaces-interfaces-microstructures-and-related-topics,100/15,2019-10-04,"R. G. Mani, A. Kriisa, C. Reichl, and W. Wegscheider",Microwave resonance in a high-quality GaAs/AlGaAs two-dimensional electron system in the low-density and low-mobility condition,False,1
10.1103/PhysRevB.100.155302,sect-articles-semiconductors-ii-surfaces-interfaces-microstructures-and-related-topics,100/15,2019-10-09,"Gang Wang, Yan Xue, and Zhanghai Chen",Manipulation of a temporal pulse train in a polariton condensate: Generation and memory,False,0
10.1103/PhysRevB.100.155303,sect-articles-semiconductors-ii-surfaces-interfaces-microstructures-and-related-topics,100/15,2019-10-16,"Wente Li, Agham B. Posadas, and Alexander A. Demkov",Band offset modulation in Si-EuO heterostructures via controlled interface formation,False,6
10.1103/PhysRevB.100.155304,sect-articles-semiconductors-ii-surfaces-interfaces-microstructures-and-related-topics,100/15,2019-10-17,"S. Dickmann, L. V. Kulik, and V. A. Kuznetsov",Coherence-decoherence transition in a spin-magnetoexcitonic ensemble in a quantum Hall system,False,7
10.1103/PhysRevB.100.155305,sect-articles-semiconductors-ii-surfaces-interfaces-microstructures-and-related-topics,100/15,2019-10-21,"Simen N. H. Eliassen, Jesper Friis, Inga G. Ringdalen, Normand Mousseau, Mickaël Trochet, and Yanjun Li",Atomistic approach to simulate kink migration and kink-pair formation in silicon: The kinetic activation-relaxation technique,False,1
10.1103/PhysRevB.100.155306,sect-articles-semiconductors-ii-surfaces-interfaces-microstructures-and-related-topics,100/15,2019-10-21,"F. Cavaliere, N. Traverso Ziani, F. Dolcini, M. Sassetti, and F. Rossi",Coherent charge and spin oscillations induced by local quenches in nanowires with spin-orbit coupling,False,3
10.1103/PhysRevB.100.155307,sect-articles-semiconductors-ii-surfaces-interfaces-microstructures-and-related-topics,100/15,2019-10-23,"S. Chen, M. Horn von Hoegen, P. A. Thiel, and M. C. Tringides",Diffraction paradox: An unusually broad diffraction background marks high quality graphene,False,10
10.1103/PhysRevB.100.155308,sect-articles-semiconductors-ii-surfaces-interfaces-microstructures-and-related-topics,100/15,2019-10-25,"J. Vondran, F. Spitzer, M. Bayer, I. A. Akimov, A. Trautmann, M. Reichelt, C. Meier, N. Weber, T. Meier, R. André, and H. Mariette",Spatially asymmetric transients of propagating exciton-polariton modes in a planar CdZnTe/CdMgTe guiding structure,False,1
